recipe_id,Recipe Name,Prep Time,Cook Time,Meal Types,Dietary Types,Calories,Fat,Carbohydrate,Protein,Ingredients,steps,Serving Size
488,Strawberry-jalapenoseo Salsa Over Grilled Chicken,20,25,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",177,5,8,25,"['3 large boneless, skinless chicken breasts', '1 small nonstick cooking spray', '1/4 tsp Kosher Salt', '1/4 tsp black pepper', '1 pints Fresh Strawberries', '4 roma', '1 small shallots', '1 jalapenoseno pepper', '1 lime', '1 tbsp Extra Virgin Olive Oil', '2 clove garlic', '1/4 cup fresh cilantro']","['First heat a grill wok over medium-high heat. Season the chicken with salt and pepper and put cooking oil spray. Then grill until cooked through, 6-7 minutes per side.', 'Meanwhile, make the salsa by combining the strawberries, tomatoes, shallot, jalapenoseno, lime juice, garlic, olive oil and cilantro. Stir to combine.', 'Divide chicken between plates and top with salsa.']",6
489,Sweet and Savory Baked Apples,10,0,"['Appetizers', 'Snacks', 'Desserts', 'Sides']",['Vegetarian'],147,8,17,4,"['6 ramekins', '1 nonstick cooking spray', '2 Granny Smith or other tart apple', '2 Honey Crisp Apples', '2 tbsp melted Smart Balance Light', '2 tbsp Splenda Brown Sugar blend', '1/8 tsp ground nutmeg', '1/4 tsp salt', '6 each lite spreadable cheese wedges', '6 tbsp slivered almonds']","['First heat oven to 350F.', 'Place Ramekins on a baking sheet and coat each with cooking spray.', 'In a whisking bowl, combine apples, melted Smart Balance, Splenda Brown Sugar, ground nutmeg and salt. Combine well.', 'Fill each ramekin about half full of apples. Place one cheese wedge on top of apples and press to spread over the apples. Fill the ramekins with the remaining apples, mounding them over the rim of the ramekin.', 'Bake in oven for 30 minutes. Remove from oven and top each ramekin with 1 Tbsp. of slivered almonds. Return to the oven to finish baking.', 'Bake for 15 more minutes or until apples are bubbling and almonds are toasted. Remove from oven and let cool to just warmer than room temperature and serve. Can also be eaten cold or heated up in the microwave the next day.']",6
490,Zucchini Lasagna Skillet,10,30,['Dinner'],['Low-Carb'],207,10,11,18,"['4 cup water', '2 medium zucchinis', '1 tsp olive oil', '8 oz lean ground turkey', '1 tbsp Italian seasoning', '3 clove garlic', '1 1/2 cup reduced-sodium marinara sauce', '1/2 cup skim ricotta cheese', '3 tbsp Parmesan cheese']","['Bring the water to a boil in a large sauce wok over high heat. put the zucchini and boil for two minutes. Drain well and set the cooked zucchini aside in a colander to continue draining.', 'In a large saute wok, put the olive oil over medium heat. put the turkey, Italian seasoning and garlic and saute, breaking up the turkey to crumble it. Saute for 5-6 minutes or until the turkey is just cooked through.', 'put the marinara sauce and bring to a simmer. Simmer for two minutes, then stir in the drained zucchini. Continue to simmer for 2 more minutes.', 'Stir in both cheeses and stir until melted.']",4
491,Zuppa Toscana with Cauliflower and Kale,10,40,"['Lunch', 'Dinner']","['Low-Carb', 'Gluten-Free']",167,9,6,18,"['1 tbsp avocado oil', '1 lbs ground chicken', '1/2 tsp crushed red pepper flakes', '5 cup low sodium beef broth', '1 small onion', '2 clove garlic', '1/2 head or 3 cups florets head cauliflower', '2 cup chopped kale', '1/4 tsp paprika', '1/4 tsp black pepper', '1/2 tsp fennel seeds', '1 tsp dried parsley', '2 tsp dried oregano', '1 tsp dried basil', '1/2 cup Plain Nonfat Greek yogurt', '1 tbsp 1/2 tsp per serving grated parmesan cheese']","['In a Dutch oven, heat half of the oil over medium heat. put the ground chicken and cook until browned.', 'Remove the chicken from the dutch oven and set aside in a bowl or plate. put the rest of the oil to the dutch oven, then put the onions and garlic. Sautee until browned, about 2 minutes.', 'put the beef broth, cauliflower and herbs and spices. Cover and cook on medium heat for about 10 minutes, or until the cauliflower is tender.', 'put the kale and the cooked chicken. Stir and cook uncovered for about 3 minutes, or until the kale wilts.', 'Remove from heat and stir in the Greek yogurt. Serve with a sprinkle of parmesan cheese on top.']",6
492,Cucumber and Onion Salad,120,0,['Sides'],"['Low-Sodium', 'Vegan-friendly', 'Vegetarian', 'Low-Carb']",12,0,3,0,"['2 1/2 cup thinly sliced cucumbers', '1/2 cup thinly sliced onions', '1/3 cup white vinegar', '1/3 cup Splenda Granulated Sweetener', '1/4 tsp salt', 'to taste black pepper']","['In a non-metallic bowl, combine cucumbers and onions.', 'In a glass measuring cup, combine vinegar, Splenda, salt, and pepper whisk to dissolve sweetener. Pour over cucumbers and onions.', 'Cover and refrigerate for at least 2 hours before serving, stirring occasionally.']",6
493,Apple and Gorgonzola Cheese Salad,20,0,"['Lunch', 'Sides']","['Low-Sodium', 'Vegetarian']",147,10,14,2,"['2 large Braeburn apples', '2 tbsp fresh lemon juice', '1 large carrot', '8 cup whisked salad greens', '1 small red onion', '2 tbsp fresh orange juice', '1 tbsp honey', '2 tbsp fresh lemon juice', '2 tsp Dijon Mustard', '1/4 cup walnut oil', '1/4 cup toasted walnut pieces', '3 tbsp Gorgonzola cheese']","['Coat the apples with the lemon juice and set aside. Place the carrot slices and whisked greens on a platter. Top with the onion and set aside.', 'whisk together the orange and lemon juices, honey and mustard. Slowly put the oil in a thin stream, whisking constantly.', 'put the apples to the salad. Top with walnuts and cheese. Drizzle on the vinaigrette.']",8
494,Caesar-Style Salad with Rustic Croutons,20,20,['Sides'],['Vegetarian'],92,3.5,12,4,"['2 oz whole wheat bread or French bread', '1/8 tsp garlic powder', '2 tbsp reduced-fat mayonnaise', '1/2 cup fat-free or low-fat buttermilk', '1 1/2 tbsp Parmesan cheese', '4 cup prepackaged whisked greens']","['First heat the oven to 350 degrees F.', 'In a small whisking bowl, whisk together the buttermilk, mayonnaise, garlic powder, salt optional and pepper optional to taste. Cover with plastic wrap and refrigerate at least 1 hour in order to thicken slightly.', 'Meanwhile, place the bread pieces on a baking sheet and bake 8 minutes or until slightly firm. Remove from heat and cool slightly.', 'Place whisked greens in a salad bowl, put dressing and cheese, and toss gently, yet thoroughly to coat. Season lightly with salt and pepper, if desired. put croutons, toss gently and serve immediately.', '*Note: Optional salt and pepper is not included in the nutrition information above.']",4
495,Light Blue Cheese Dressing,0,0,['Sides'],"['Low-Sodium', 'Low-Carb']",17,1.5,1,1,"['1/4 cup low-fat buttermilk', '1/4 cup Plain Nonfat Greek yogurt', '1 clove garlic', '1/4 cup light mayonnaise', '2 tbsp blue cheese', '1/4 tsp black pepper']","['In a small bowl, whisk together the mayonnaise, Greek yogurt, buttermilk, garlic, bleu cheese and black pepper.']",14
496,"""Sweet"" Potato Fries",20,45,['Sides'],"['Low-Sodium', 'Vegan-friendly', 'Vegetarian', 'Gluten-Free']",157,4.5,27,2,"['1 nonstick cooking spray', '2 large sweet potatoes', '2 tbsp olive oil', '1 tsp ground cinnamon', '1/4 cup Splenda Brown Sugar Blend']","['First heat oven to 400 degrees F. Spray a baking sheet with cooking spray.', 'Place potatoes in a bowl and put oil toss to coat. put remaining ingredients and whisk well.', 'Place potatoes on a baking sheet and bake for 35 minutes or until potatoes are soft.']",6
497,Baked Falafel,30,0,"['Lunch', 'Dinner']",['Vegetarian'],282,9,42,14,"['1 tbsp garlic', '1 small onion', '1 tbsp curry powder', '1/4 tsp cayenne pepper', '2 tbsp cilantro', '1 tbsp parsley', '1 tbsp olive oil', '2 garbanzo beans', '1 1/2 tbsp whole wheat or all purpose flour', '2 tsp baking powder', '1/2 tsp salt', '1/2 tsp black pepper', '1 nonstick cooking spray', '1 tbsp sesame seeds', '1 cup Plain Nonfat Greek yogurt', '1/4 cup tahini', '1 tbsp garlic', '1 tbsp parsley', '4 whole wheat pita', '2 tomatoes', '1/2 red onion']","['First heat oven to 450 degrees. Line a large baking sheet with a silicon mat or parchment paper. If using parchment paper, coat generously with cooking spray. Set aside.', 'In a food processor or blender, put garlic, onion, curry powder, cayenne pepper, cilantro, parsley and olive oil. Blend into a paste.', 'put in garbanzo beans and pulse to chop beans and whisk into onion paste. Do not blend the beans into a paste. The falafel should be slightly chunky.', 'put flour, baking powder, salt optional, and ground black pepper. Pulse until just incorporated.', 'Refrigerate falafel mixture for 15-20 minutes. While the falafel is chilling, put yogurt, tahini, garlic and parsley to a small bowl and whisk. Keep yogurt sauce in the refrigerator until ready to use.', 'Scoop falafel into balls that are about 2 Tbsps. of mixture or 1/8 of a cup. Place on baking sheet and repeat to make 16 falafel balls.', 'Spray the falafel balls with cooking spray and sprinkle with sesame seeds.', 'Bake on the bottom rack of the oven for 15 minutes. Turn the oven down to 350 and move the baking sheet to the top rack. Bake an putitional 15 minutes.', 'Once the falafel is done baking, stuff two falafel balls into half of a whole wheat pita, put 2 Tbsps. yogurt tahini sauce, 2 slices of tomato and 3-4 slices of red onion.']",8
498,Cinnamon Apple Chips with Peanut Butter Yogurt Dip,20,10,"['Snacks', 'Desserts']","['Vegetarian', 'Gluten-Free']",127,7,13,5,"['2 medium apples', '3 tbsp Splenda Granulated Sweetener', '1 1/4 tsp ground cinnamon', '1/2 cup Plain Nonfat Greek yogurt', '1/3 cup peanut butter']","['First heat oven to 225F, and line 2 baking sheets with parchment paper.', 'Slice apples thin, using a knife, a v-slicer, or the slicing attachment of a food processor. Then arrange slices on prepared baking sheets and sprinkle evenly with 2 tbsp Splenda Sweetener and 1 tsp ground cinnamon. Bake for 1 hour and 20 minutes. Flip the chips onto the other side and bake for 20 minutes more.', 'Turn oven off and leave apple chips inside for another hour, with the door closed. Chips should be mostly dry to the touch but will continue to dry out as they cool.', 'While chips cool, make peanut butter yogurt dip by combining Greek yogurt, peanut butter, remaining 1 tbsp Splenda Sweetener, and remaining 1/4 tsp ground cinnamon in a small bowl. whisk until combined.']",1
499,Miso Glazed Cod,20,15,"['Lunch', 'Dinner']",['Low-Carb'],167,4.5,8,24,"['1 Nonstick cooking spray', '1 lbs white fish', '1 tbsp toasted sesame oil', '1 tbsp powdered instant miso soup whisk', '1/4 tsp black pepper', '4 cup shredded napa cabbage', '2 clove garlic', '2 cup snow peas', '1 tbsp Asian style hot sauce']","['First heat oven to broil. Place a rack in the middle of the oven. Coat a baking sheet with cooking spray.', 'Cut the fish into 4 4-oz portions and arrange on the prepared baking sheet.', 'In a small bowl, whisk together 1 1/2 Tsp. of sesame oil and the miso soup whisk powder to form a paste. Brush the tops of each of the fish fillets with the glaze coating will be very thin. Spray each fillet with cooking spray and place baking sheet on middle rack of the oven. Broil for 6 minutes.', 'While the fish is broiling, put the remaining 1 1/2 Tsp. of sesame oil and more cooking spray to a wok or large saute wok over high heat. Stir fry the cabbage, garlic, snow peas and hot sauce for 4 minutes, until just wilted but still slightly crunchy.', 'Remove fish from baking sheet and serve on top of 3/4 cup of the stir-fried vegetables.']",6
500,Almond Milk Cooler,60,15,['beverages'],"['Low-Sodium', 'Vegetarian', 'Gluten-Free']",207,14,14,8,"['1 2/3 cups blanched almonds', '3 cup skim milk', '1 tsp lemon zest', '3 tbsp light agave nectar', '10 ice cubes']","['Bring the almonds, milk, and lemon zest to a boil in a medium saucewok over medium heat. Cook for 5 minutes, then remove from the heat.', 'Transfer the almond mixture to a blender. Remove the middle spout from the lid, place a towel over the hole, and puree the almond mixture until smooth.', 'Stir in the agave nectar, and put the ice cubes. Process until smooth, and whip until frothy. Chill in clear glasses for an hour or until cold, then serve.']",4
501,Basil Pesto Cream,0,0,"['Snacks', 'Sides']","['Low-Sodium', 'Vegetarian', 'Low-Carb']",12,0.5,1,2,"['1 cup cottage cheese', '2 tsp Extra Virgin Olive Oil', '1/2 cup fresh basil', '1/4 cup Parmigiano-Reggiano', '1 tbsp shallots', '1 cup baby spinach', '2 tbsp skim milk', '2 clove garlic']","['Place spinach, garlic, shallot, Parmigiano-Reggiano, and basil in food processor. Process to a paste.', 'With motor running, put cottage cheese and oil. Process until smooth. put milk to achieve the desired consistency, if desired.']",9
502,Brisket with Wine Reduction,20,190,"['Lunch', 'Dinner']",['Low-Carb'],267,13,5,31,"['2 tbsp Extra Virgin Olive Oil', '1 beef brisket', '3 clove large garlic', '1 large onion', '1 tsp fine sea salt', '1 tsp coarse ground black pepper', '1 1/2 cup dry red wine', '10 oz cremini', '1 tbsp Wondra flour']","['First heat oven to 275F.', 'Place extra virgin olive oil in the bottom of the braising or saute wok. Heat to medium high and put brisket. Cook until the brisket is nicely browned. Turn and brown on other side. While second side is browning, place garlic and onions in wok around brisket. Sprinkle salt and pepper over brisket and rub it in. You can also put some fresh herbs if you have them. A sprig of rosemary is nice.', 'Once onions begin to brown, put wine or broth. It will deglaze wok and lift all the good stuff the bottom of the wok. put mushrooms, cover, and place in First heated oven for 2-3 hours. Remove from oven and let cool.', 'Once the brisket has cooled, remove it from the wok and let it rest on a cutting board. Bring the wok juices to a boil and reduce until thickened. You can also put a sprinkle or two of Wondra flour to help thicken. Slice the brisket against the grain, and serve with red wine sauce.']",20
503,Classic Italian Marinara,12,43,['Sides'],"['Low-Carb', 'Low-Sodium']",147,3.5,25,4,"['2 tbsp olive oil', '5 clove garlic', '1 canned tomatoes', '5 fresh basil leaves with stems', '10 oz whole-wheat shaped pasta', '1/4 tsp Kosher Salt', '1/4 tsp freshly ground black pepper', '1/4 tsp ground red pepper flakes', '2 tbsp Parmesan or Romano cheese']","['Heat the olive oil and garlic in a large skillet with a lid over low heat do not use a deep pot, you want the water to quickly evaporate and the sauce to become thick. Cook the garlic for about 6-7 minutes, but do not brown, stirring occasionally.', 'Meanwhile, put the drained tomatoes to a deep bowl. Crush the tomatoes with your hands until coarse. put the tomatoes and basil to the skillet and simmer for 20-25 minutes until thick. put some of the reserved liquid from the can of tomatoes, if necessary, if the sauce is too thick.', 'Meanwhile bring a 3-5-quart pot of lightly salted water fill the pot 2/3 full to a rolling boil. put the pasta and stir for the first minute. Continue to cook the pasta approximately 7-8 minutes until al dente. Drain, do not rinse.', 'put in the salt, pepper, and crushed red pepper, if using, to the tomato sauce. put the pasta to the sauce, cover, and let the pasta sit in the sauce for 1-2 minutes. put the pasta to a warmed bowl and sprinkle with cheese. The sauce can also be frozen. Freeze in a quart container and store for 3-4 months.']",8
504,Garlicky Cilantro Lime Dressing,10,0,"['Lunch', 'Dinner', 'Snacks']","['Vegetarian', 'Low-Carb']",67,7,3,0,"['1 lime', '2 tbsp olive oil', '1 clove garlic', '1 1/2 tsp honey', '1 tbsp cilantro', '1/4 tsp salt', '1/4 tsp black pepper']","['whisk all ingredients together in a bowl or shake in a salad dressing shaker.', 'Serve over Pinto Bean, Brown Rice and Spinach Salad.']",10
505,Indian Vegetable Curry,20,30,['Dinner'],"['Low-Sodium', 'Vegetarian']",147,5,26,4,"['1 small onion', '4 clove garlic', '1 jalapenoseno pepper', '2 tbsp water', '1 tbsp canola oil', '2 tbsp sweet curry powder', '1 sweet potato', '2 carrot', '1 red bell pepper', '6 oz fresh green beans', '4 green onion', '1/2 cup unsweetened coconut milk beverage', '1 cup low sodium vegetable broth', '1 tbsp Cornstarch', '2 tbsp chopped fresh cilantro', '1 tsp paprika', '1/2 tsp salt', '1/4 tsp black pepper']","['Puree the onion, garlic, jalapenoseno, and water in a blender or food processor to make a paste.', 'put the oil to a wok or large saute wok over high heat. put the onion paste and curry powder to oil and saute for 3-4 minutes, stirring constantly.', 'put the sweet potatoes and carrots to the paste and saute for 4-5 minutes, stirring constantly.', 'put the red bell pepper, green beans, and scallions. Saute for 2 minutes.', 'In a separate cup or bowl, whisk together the coconut milk beverage, vegetable broth, and cornstarch. Pour over the vegetables and bring to a boil. Reduce to a simmer. Simmer, covered, for 10 minutes.', 'Stir in the cilantro, paprika, salt optional, and black pepper.']",4
506,Parsley Dill Ricotta Dip,60,0,"['Appetizers', 'Snacks', 'Sides']","['Low-Carb', 'Gluten-Free']",67,4,4,5,"['15 oz low-fat ricotta cheese', '1 lemon', '1/2 cup flat leaf parsley', '1 tbsp fresh dill', '1/2 cup green onion', '1 tbsp olive oil', '1/8 tsp salt', '1/8 tsp black pepper']","['Combine the ricotta and lemon zest and juice in a medium bowl. Stir to combine.', 'put the parsley, dill, green onions, olive oil, salt, and pepper. Stir to combine.', 'Chill for an hour before serving.']",4
507,Penne with Eggplant-Tomato Sauce,10,50,"['Lunch', 'Dinner']",['Vegetarian'],297,90,45,10,"['2 about 2 lb total large eggplants', '1/4 cup olive oil', '2 clove garlic', '1 26-oz box or can no-salt-puted strained tomatoes or tomato puree', '1 pinch crushed red pepper flakes', '6 leaves fresh basil', '1/4 tsp salt', 'to taste black pepper', '3/4 lbs dried whole-wheat penne rigate, or gluten-free pasta', '1/2 cup grated pecorino Romano cheese']","['First heat broiler. Using a sharp knife, slice eggplant into 1/4-inch slices, and place on a baking sheet. Brush the eggplant with 2 Tbsp olive oil, then broil for 5-7 minutes per side until they are dark gold and cooked through. Set aside to cool. This step can be done a day in advance.', 'Heat remaining olive oil in a large saucewok over medium heat. put garlic and cook until it begins to release its aroma, but do not allow garlic to turn color.', 'Pour in tomatoes, and stir. put crushed red pepper, basil, salt, and freshly ground pepper. Cover, reduce heat to low, and simmer for 20 minutes.', 'When eggplant is cool enough to handle, stack three slices together, and chop into dime-size pieces. Repeat until all eggplant is chopped.', 'While sauce is still cooking, bring a gallon of water to a boil over high heat. put pasta and cook until al dente.', 'After sauce has cooked for 20 minutes, turn off heat, remove lid, and put eggplant pieces and cheese. Stir well. Cover, and simmer sauce over medium heat until pasta is done cooking 10-12 minutes.', 'Drain pasta. Toss in sauce to coat. Serve hot garnished with chopped basil if desired.']",8
508,Quinoa Cakes,20,0,"['Appetizers', 'Lunch', 'Sides', 'Snacks', 'Dinner']","['Low-Sodium', 'Vegetarian']",167,2,28,10,"['1 cup quinoa', '2 cup water', '1/4 cup red onion', '2 clove garlic', '1 can black beans', '2 tbsp cilantro', '1 medium carrot', '2 tbsp all-purpose flour', '1 tsp baking powder', '1 eggs', '1 egg white', '1/2 tsp salt', '1/2 tsp black pepper', '1 tbsp remaining cilantro', '1 cup plain Greek style yogurt', '2 lime juice']","['First heat oven to 400F. Coat a large baking sheet with Cooking Spray.', 'Cook quinoa according to package directions. Fluff with a fork and set aside to cool.', 'In a large bowl, combine cooked quinoa with onion, garlic, black beans, 1 Tbsp. cilantro, carrot, flour, baking powder, egg, salt optional and pepper.', 'Form mixture into eight patties press firmly to form patty and place onto prepared baking sheet. Spray the top of the cakes with Cooking Spray.', 'Bake the cakes for 15 minutes, then flip. Respray them with the cooking spray. Continue cooking for 15 more minutes or until lightly golden brown.', 'While the cakes are baking, combine the remaining cilantro, yogurt and lime juice in small bowl. Serve the sauce with the warm quinoa cakes.']",8
509,Spinach and Turkey Meatballs,20,30,"['Lunch', 'Dinner']","['Low-Sodium', 'Low-Carb']",177,7,8,19,"['1 lbs lean ground turkey', '1 egg', '3 tbsp freshly grated parmesan cheese', '1/2 cup whole-wheat bread crumbs', '2 clove garlic', '2 tsp dried basil', 'to taste fresh ground black pepper', '10 oz frozen chopped spinach', '1 nonstick cooking spray']","['First heat oven to 400 degrees F.', 'Place all ingredients except cooking spray in a large whisking bowl and whisk together thoroughly.', 'Spray a 9x13-inch baking wok with cooking spray. Roll meat mixture into 24 golf ball-sized meatballs about 2 tbsp each and place the balls evenly spaced on the baking wok. Bake in the oven for 20 minutes.', 'Remove meatballs from the oven and serve hot. Enjoy with 3/4 cup whole wheat pasta and 1/3 cup of your favorite tomato sauce, if desired.']",8
510,Summer Crab Salad,10,0,"['Lunch', 'Dinner', 'Sides']","['Low-Carb', 'Gluten-Free']",77,2.5,3,11,"['2 can white crab meat', '2 stalks celery', '2 green onions', '1 tbsp lemon juice', '2 tbsp light mayonnaise', '1 tbsp Plain Nonfat Greek yogurt', '1/8 tsp black pepper', '1 Dash hot sauce', '4 large lettuce leaves']","['In a medium bowl whisk together all salad ingredients, except lettuce leaves.', 'Serve 1/2 cup crab salad on each lettuce leaf. You could also serve on whole-wheat bread or crackers.']",6
511,Tomato and Peach Salad,20,0,"['Lunch', 'Sides']","['Low-Sodium', 'Vegetarian', 'Low-Carb']",72,3.5,10,1,"['3 med peaches', '3 tomatoes', '1/2 pints cherry tomatoes', '1/2 red onion', '1 tbsp sherry vinegar', '1 tbsp lemon juice', '1 tsp honey', '2 tbsp olive oil', '1/4 tsp salt', '1/4 tsp black pepper', '1/4 cup fresh mint']","['In a large bowl, combine the peaches, tomatoes, cherry tomatoes, and red onion, and gently toss.', 'In a small bowl or measuring cup, whisk together the vinegar, lemon juice, and honey. Slowly put the oil in a thin stream, whisking to emulsify. put the salt and black pepper.', 'put the dressing to the peaches and tomatoes, and gently toss. Fold in the mint leaves. To serve, turn out the salad onto a large platter.']",4
512,Berry Oatmeal Crisp,20,55,['Desserts'],"['Low-Carb', 'Low-Sodium']",137,5,20,3,"['1 cup rolled oats', '2 tbsp cold unsalted butter', '2 tbsp almond butter', '1/2 cup plus 1 tbsp all-purpose flour', '3 tbsp Splenda Granulated Sweetener', '1 tsp salt', '2 cup strawberries', '1 cup blueberries', '1 cup raspberries', '1 tsp vanilla extract']","['First heat oven to 350F and lightly coat an 8X8-inch baking wok with nonstick cooking spray.', 'In a food processor, pulse rolled oats, butter, almond butter, 1/2 cup flour, 2 tablespoons Splenda Sweetener and 1/2 teaspoon kosher salt until mixture is crumbly. Set aside.', 'In a large bowl, whisk together remaining tablespoon of flour, 1 tablespoon sweetener, 1/2 teaspoon kosher salt. put strawberries, blueberries, raspberries, and vanilla extract. Toss to combine.', 'Transfer fruit to prepared baking dish and top with reserved topping mixture. Bake for 40 to 45 minutes, or until bubbling and golden brown. Let cool at least 20 minutes before serving. Optional: top with non-fat whipped topping to serve check product nutrition facts to determine nutrition information.']",8
513,Chicken Joes,20,30,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",142,4.5,17,10,"['3/4 lbs ground chicken', '1 small onion', '2 clove garlic', '1 tsp chili powder', '1/2 tsp paprika salt', '1 red or green bell pepper', '3/4 cup zucchini', '1 14 1/2-ounce can diced tomatoes', '1/2 cup bottled BBQ sauce', '4 whole wheat hamburger buns']","['In a large skillet, cook the ground chicken, onion, garlic, chili powder, paprika, salt, and pepper over medium heat until meat is browned, about 5-6 minutes.', 'put in the green or red pepper and zucchini and cook over low heat for about 5 minutes, until vegetables are tender. put the diced tomatoes and BBQ sauce and simmer for 10 minutes.', 'Serve the mixture over half of a toasted bun.']",9
514,Cucumber Lemon Water,10,0,['beverages'],"['Low-Carb', 'Low-Sodium']",2,0,1,0,"['1 medium cucumber', '1 lemon', '1/4 cup fresh basil leaves', '1/4 cup fresh mint leaves', '10 cups 80 oz water']",['Slice the cucumber and lemon into thin slices and put to a large pitcher. Gently crush the basil and mint leaves with your hand and put them to the pitcher. Top with 10 cups water. Refrigerate water overnight before serving to fully infuse the flavors.'],8
515,Easy Chicken wokini,10,15,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",237,9,14,28,"['4 tbsp light mayonnaise', '8 slices about 1 oz each crusty whole-wheat bread', '1/2 cup fresh tarragon', '4 slices 6 oz total reduced-fat Swiss cheese', '16 oz cooked chicken breast', '1/4 tsp salt', '1/4 tsp black pepper', '1 olive oil spray']","['Assemble the sandwiches: Spread 1 Tbsp of mayonnaise on each of 4 slices of bread. Top each with the tarragon, cheese, and chicken, dividing the ingredients evenly among the four slices. Sprinkle each with the salt and pepper, then top each sandwich with the remaining slices of bread.', 'Coat a nonstick skillet large enough to hold the wokinis with olive oil spray and heat over low heat. put the wokinis and press down with a lid or another clean wok. Cook for 2 minutes, flip, and press again. Cook for another 2 minutes. You can also use a wokini press and cook until the cheese is melted and the bread is golden.', 'Cut each wokini in half and serve each half with salad.']",10
516,Free-Range Garlic Chicken Scampi with Arugula,0,0,['Dinner'],"['Low-Carb', 'Low-Sodium']",387,11,45,29,"['14 oz chicken breasts', '2 tbsp Extra Virgin Olive Oil', '4 clove large garlic cloves', '1 tbsp green onion', '1/4 cup lemon juice', '8 oz dry whole wheat linguine', '1 tsp unsalted butter', '1 bunch arugula', '1/3 cup green onion', '3/4 tsp sea salt, or to taste', '1/2 tsp freshly ground black pepper, or to taste']","['First heat the oven to 400 degrees F. Place the chicken pieces, oil, garlic, white part of the green onion, and lemon juice in a deep-sided 9x13-inch baking wok. Stir to coat, then bake for 12 minutes or until the chicken is fully cooked.', 'Meanwhile, cook the linguine according to package directions, omitting puted oil and salt. Drain the linguine, return to the pot, and toss with butter.', 'Stir the arugula and green onion into the chicken, then toss the chicken mixture with the linguine. Sprinkle with salt and pepper. Serve hot on a large platter.']",8
517,Greek Bean and Vegetable Soup,10,20,"['Lunch', 'Dinner']",['Vegetarian'],417,15,57,20,"['1 tbsp olive oil', '1 cup onion', '2 cup zucchini', '1/2 cup celery', '2 tsp garlic', '1 cup low sodium vegetable broth', '1 cup water', '3/4 cup canned navy or great northern beans', '1 cup canned whole tomatoes', '4 cup ready-to-eat spinach', '1/2 tsp dried thyme', '1 1/4 tsp freshly ground black pepper', '1 oz feta cheese', '2 tbsp pistachios', '2 slice whole wheat bread']","['Heat oil in a large saucewok over medium-high heat. put the onion, zucchini, celery, and garlic. Cook 2 to 3 minutes, until vegetables soften.', 'put vegetable broth, water, beans, and tomatoes. Break up the tomatoes with the edge of a cooking spoon. Bring soup to a simmer and cook 5 minutes.', 'put the spinach and thyme. Cook about 1 minute, until the spinach wilts. put the black pepper. Ladle the soup into 2 bowls and sprinkle with the feta cheese and pistachio nuts. Serve bread on the side.']",4
518,Instant Pot Spiced Pork Roast with Butternut Squash,20,55,['Dinner'],"['Low-Carb', 'Low-Sodium']",377,19,25,30,"['1/2 cup chopped pecans', '2 lbs boneless pork loin roast', '1 tsp ground cinnamon', '1/4 tsp ground cloves', '1 tsp salt', '1/4 tsp black pepper', '1 tbsp canola oil', '1 orange', '1/2 cup water', '2 lbs butternut squash', '1 cup chopped onion', '1/3 cup dried cranberries']","['Press the Saute, then put put the pecans and cook for 4 minutes, or until beginning to lightly brown, stirring occasionally. Set aside on separate plate.', 'Combine the cinnamon, cloves, 1/2 tsp. salt, and the black pepper in a small bowl and coat both sides of the pork with the mixture.', 'put the oil to the pot, tilt pot to coat bottom lightly. Place pork in the pot and cook 2 minutes on each side.', 'Pour the water around pork and top pork with orange slices. Seal the lid, close the valve, press the Cancel button, and set to Manual/Pressure Cook for 20 minutes. Use a natural pressure release for 5 minutes, followed by a quick pressure release.', 'When the valve drops, carefully remove the lid. Remove the pork. Internal temperature should reach 145 degrees F. Place on cutting board and let stand 5 minutes before slicing. Cover to keep warm, if desired.', 'Meanwhile, put the squash and onions to the liquid in the pot. Seal the lid, close the valve, press the Cancel button, and set to Manual/Pressure Cook for 3 minutes, followed by a quick pressure release. When the valve drops, carefully remove the lid. Remove the vegetables with a slotted spoon and sprinkle evenly with the pecans. Cover to keep warm.', 'put the cranberries to the liquid in the pot. Press the Cancel button, and set to Saute. Bring to a boil and boil 6-7 minutes or until thickened and reduced to 1/2 cup. Spoon over pork slices.']",2
